  type t_2d_a is array(0 to 127, 0 to 127) of integer range 0 to 255;
  constant input_key : t_2d_a :=
  ((    0,     0,     6,     0,     0,     0,   176,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   179,     0,     0,   171,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   107,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    21,     0,     0,     0,     0,     0,   177,     0,     0,     0,     0,     0,     0,     0,   235,     0,     0,     0,     0,     0,     0,   149,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   225,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   120,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   218,     0),
   (    0,     0,     0,     0,     0,     0,    76,     0,     0,     0,     0,     0,     0,     0,     0,     0,   186,     0,     0,     0,     0,     0,     0,     4,     0,     0,     0,     0,     0,     0,     0,     0,     0,   216,     0,   233,     0,     0,   116,     0,     0,     0,     0,     0,    35,     0,     0,     0,     0,     0,     0,     0,     0,     0,   174,     0,     0,     0,     0,     0,    88,     0,     0,     0,     0,     0,     0,   122,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    55,   208,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   187,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    10,     0,     0),
   (    6,     0,     0,     0,   246,     0,     0,     0,     0,    51,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    39,     0,     0,    26,     0,     0,     0,   115,     0,     0,     0,     0,   100,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    24,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    50,     0,     0,     0,     0,     0,     0,     0,    25,     0,     0,     0,     0,     0,    64,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   144,     0,     0,   222,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   108,     0,     0,     0,     0,     0,   180,   132,     0,     0,     0,     0,     0),
   (    0,     0,     0,     0,     0,     0,     0,     0,     0,   114,     0,     0,     0,     0,     0,   234,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   112,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     7,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   206,     0,     0,     0,     0,   196,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    18,     0,     0,   161,    63,     0,     0,    60,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   231,   145,     0,     0,   188,     0),
   (    0,     0,   246,     0,     0,     0,     0,     0,     0,    12,     0,     0,     0,     0,     0,     0,     0,     0,     0,   124,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   139,     0,     0,     0,     0,     0,   252,     0,    88,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    61,     0,     0,   137,     0,    76,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    72,     0,   124,     0,     0,     0,     0,     0,     0,     0,     0,     0,    93,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   172,    30,    68,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0),
   (    0,     0,     0,     0,     0,     0,     0,     0,     0,    18,    93,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    85,   125,     0,     0,   130,     0,     0,     0,     0,     0,     0,   142,     0,     0,     0,     0,     0,     0,    95,   251,     0,   112,     0,     0,     0,     4,     0,     0,     0,     0,     0,   113,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   156,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    82,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0),
   (  176,    76,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   185,     0,    53,     0,    26,     0,     0,     0,     0,     0,     0,    31,     0,     0,     0,     0,   216,     0,     0,     0,     0,     0,    93,     0,     0,     0,     0,     0,   192,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   105,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   182,     0,     0,     0,     0,     0,   168,     0,     0,     0,     0,   255,     0,     0,     0,     0,   248,     0,   148,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   254,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0),
   (    0,     0,     0,     0,     0,     0,     0,     0,     0,   147,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   216,     0,     0,   211,    90,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     4,     0,   195,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    21,     0,     0,     0,     0,     0,     0,     0,    19,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    43,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   233,     0,   199,    70,   250,     0,     0,     0,   226,     0,     0,     0),
   (    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   222,     0,     0,     0,     0,     0,     0,     0,   225,     0,     0,     0,   151,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    42,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   123,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    45,     0,     0,     0,     0,     0,     0,     0,   253,   130,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   129,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0),
   (    0,     0,    51,   114,    12,    18,     0,   147,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   191,     0,     0,     0,     0,    13,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    31,     0,     0,     0,     0,     0,     0,     0,     0,   113,    79,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   239,     0,     0,     0,     0,     0,   237,     0,     0,    51,     0,     0,     0,     0,   105,   160,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   136,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0),
   (    0,     0,     0,     0,     0,    93,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   177,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   216,     0,     0,     0,     0,     0,     0,     0,     0,     0,    57,     0,     0,     0,     0,   177,     0,     0,   100,     0,     0,     0,     0,     0,     0,     0,     0,   232,     9,     0,    46,    60,   101,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   114,     0,     0,     0,     0,   152,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   136,     0,     0,     0,     0,    30,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   250,     0),
   (    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   125,     0,     0,   183,     0,     0,     0,     0,     0,     0,     0,    58,     0,     0,     0,     0,     5,     0,     0,     0,     0,     0,     0,     0,     0,     0,   230,     0,     0,     0,     0,     0,     0,    73,     0,     0,     0,     0,     0,     0,     0,   147,     0,     0,     0,   115,     0,     0,   215,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    65,     0,     0,     0,     0,     0,     0,     0,     0,    69,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    56,     0,     0,     0,   211,     0),
   (    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    35,     0,     0,     0,     0,   182,    86,     0,     0,    59,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   243,     0,     0,   201,     0,     0,     0,     0,     0,   178,     0,     0,     0,     0,   126,     0,    27,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,   172,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    68,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0),
